CONCEPT_CODE	CONCEPT_NAME	DOMAIN_ID	CONCEPT_CLASS_ID	STANDARD_CONCEPT	VOCABULARY_ID	VOCABULARY_NAME
OMOP2263031	Doxazosin 1 MG Oral Tablet [Diblocin] Box of 300	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2263034	Doxazosin 2 MG Oral Tablet [Doxazosin Tad] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2263037	Doxazosin 2 MG Oral Tablet [Doxauro]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2263038	Doxazosin 2 MG Oral Tablet [Doxa Puren] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2263254	Dihydralazine 10 MG / Hydrochlorothiazide 10 MG / Reserpine 0.1 MG Oral Tablet [Adelfan] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2263255	Dihydralazine 11.6 MG / Hydrochlorothiazide 10 MG / Reserpine 0.1 MG Oral Tablet [Adelfan]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2264065	Clonidine 0.15 MG / cyclothiazide 2.5 MG Oral Tablet [Dimapres] Box of 500	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2265757	Benzclortiazide 5 MG / rescinnamine 0.3 MG Oral Tablet [Rivapress] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2265782	Bendroflumethiazide 2.5 MG / Hydralazine 25 MG / Propranolol 60 MG Oral Capsule [Pertenso] Box of 60	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2267252	VERATRUM ALBUM Preparation 30 X Oral Tablet [Veratrum E] Box of 1 by Wala Heilmittel	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2267442	urapidil 60 MG Extended Release Oral Capsule [Ebrantil] Box of 100 by Mtk	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2267444	urapidil 60 MG Extended Release Oral Capsule [Ebrantil] Box of 50 by Kohlpharma	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2268417	Rauwolfia preparation 4 X Oral Capsule [Reserpinum] Box of 300 by Leopold-Apotheke Matthias Bartscht	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2268685	Prazosin 1 MG Oral Tablet [Prazosin Heumann] Box of 100 by Heumann	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2269617	moxonidine 0.4 MG Oral Tablet [Moxonidin Heumann] Box of 30 by Norispharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2269619	moxonidine 0.4 MG Oral Tablet [Moxobeta] Box of 100 by Betapharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2269620	moxonidine 0.4 MG Oral Tablet [Cynt] Box of 50 by Eurim-Pharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2269626	moxonidine 0.2 MG Oral Tablet [Normoxin] Box of 30 by Kohlpharma	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2269628	moxonidine 0.3 MG Oral Tablet [Moxonidin Isis] Box of 98 by Puren	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2269631	moxonidine 0.3 MG Oral Tablet [Moxobeta] Box of 30 by Betapharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2270579	Indoramin 25 MG Oral Tablet [Wydora] Box of 100 by Pfizer	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2270823	Hydrochlorothiazide 20 MG / Reserpine 0.125 MG Oral Tablet [Barotonal] Box of 50 by Puren	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2271727	Doxazosin 4 MG Extended Release Oral Tablet [Diblocin] Box of 100 by Pfizer	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2271733	Doxazosin 4 MG Oral Tablet [Doxagamma] Box of 20 by AAA-Pharma	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2271737	Doxazosin 1 MG Oral Tablet [Doxazosin Ct] Box of 100 by AbZ-Pharma	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2271741	Doxazosin 2 MG Oral Tablet [Doxagamma] Box of 20 by Woerwag	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2271742	Doxazosin 2 MG Oral Tablet [Alfamedin] Box of 100 by Dr. Kade	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2271891	Dihydralazine 10 MG / Hydrochlorothiazide 10 MG / Reserpine 0.1 MG Oral Tablet Box of 100 by Opti	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2271894	Dihydralazine 25 MG Oral Tablet [Nepresol] Box of 100 by Beragena	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2272240	Clonidine 0.3 MG Oral Tablet [Catapresan] Box of 50 by Gerke	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2272895	bosentan 125 MG Delayed Release Oral Tablet [Tracleer] Box of 56 by Kohlpharma	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2275636	Reserpine 1 MG/ML [Sedaraupin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2275750	Polythiazide 0.25 MG / Prazosin 0.5 MG [Redupront]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2276489	Humulus lupulus whole extract 30 MG / Hypericum Perforatum Flower extract 50 MG / Rauwolfia preparation 10 MG [Seda Grandelat]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2276890	Doxazosin 8 MG [Cardular]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2276895	Doxazosin 2 MG [Doxazosin Qus]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2277586	Arnica extract 0.3 MG / european olive pollen extract 20 MG / Rauwolfia preparation 70 MG / Viscum album preparation 10 MG [Hyperidyst]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2277776	Adonis vernalis extract 0.681 MG / Convallaria majalis extract 0.681 MG / Drimia maritima bulb extract 0.681 MG / Nerium oleander leaf extract 0.454 MG / Rauwolfia preparation 2 MG [Raufuncton]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2278196	Dihydralazine / Reserpine Oral Tablet	Drug	Clinical Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2278407	Berberis vulgaris whole extract / Citrullus colocynthis fruit extract / VERATRUM ALBUM Preparation Injectable Solution	Drug	Clinical Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2278491	Arnica extract / Gold / Rauwolfia preparation / Sulfur / Viscum album preparation Injectable Solution	Drug	Clinical Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2278561	Alpinia officinarum leaf extract / Anamirta cocculus whole extract / Apomorphine / Camphor / Cephaelis Ipecacuanha Preparation / Chelidonium majus extract / Copper Gluconate / Gentiana lutea root extract / ... Oral Solution	Drug	Clinical Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2278644	Acetylandromedol / CRATAEGUS LAEVIGATA FRUIT / european olive pollen extract / Rauwolfia preparation Oral Capsule	Drug	Clinical Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2279087	Rauwolfia preparation Oral Tablet [Rauserpol]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2279430	moxonidine Delayed Release Oral Tablet [Moxonidin Ct]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2280367	Caffeine / Gelsemium Sempervirens Preparation / Matricaria chamomilla flowering top oil / Passiflora incarnata extract / Reserpine / Spigelia marilandica preparation / Valeriana officinalis whole extract Injectable Solution [Dysto Loges]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2280376	Anamirta cocculus whole extract / Conium maculatum preparation / Gelsemium Sempervirens Preparation / Strychnos nux-vomica whole extract / VERATRUM ALBUM Preparation / Zinc Oxide Oral Solution [Zerosorin]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2280405	Clonidine Oral Tablet [Clonidin Awd]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2280849	Atropine / Calcium / Cinnamomum camphora leaf extract / formic acid / Gold / Silicon Dioxide / Strychnos nux-vomica whole extract / Sulfur / VERATRUM ALBUM Preparation Injectable Solution [Camphorin]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2280912	Artemisia absinthium extract / Carica Papaya preparation / Gentiana lutea root extract / Juglans regia leaf extract / Okoubaka aubrevillei bark extract / Potentilla anserina whole extract / Quassia amara whole extract / ... Oral Solution [Retroplex]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2280925	Arnica extract / european olive pollen extract / Rauwolfia preparation / Viscum album preparation Oral Tablet [Hyperidyst]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2280930	Arnica extract / Conium maculatum preparation / CRATAEGUS LAEVIGATA FRUIT / Nitroglycerin / Rauwolfia preparation / Selenicereus grandiflorus stem extract / Sepia officinalis juice / SUMBUL / Viscum album preparation Oral Solution [Rauwolsan]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2281405	urapidil 30 MG Extended Release Oral Capsule Box of 60	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2281966	Reserpine 0.25 MG Oral Tablet Box of 20	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2282835	Methyldopa 250 MG Extended Release Oral Tablet Box of 75	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2283508	Hydrochlorothiazide 20 MG / Reserpine 0.125 MG Oral Tablet Box of 50	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2283635	Guanfacine 4 MG Oral Tablet Box of 28	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2284214	Doxazosin 2 MG Oral Tablet Box of 50	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2284306	Dihydralazine 10 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG Oral Tablet Box of 100	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2284348	Diazoxide 15 MG/ML Injectable Solution Box of 1	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2284706	Clonidine 0.15 MG Oral Tablet Box of 300	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2284913	Charcoal 0.000142 MG/ML / Cinchona bark extract 0.000142 MG/ML / Magnesium 0.000142 MG/ML / Matricaria chamomilla flowering top oil 0.000142 MG/ML / Okoubaka aubrevillei bark extract 0.142 MG/ML / Phosphorus 0.000142 MG/ML / ... Oral Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2285247	buthiazide 2.5 MG / Dihydralazine 29 MG / Metipranolol 20 MG Oral Tablet Box of 100	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2285447	Berberis vulgaris whole extract 0.04 MG/ML / Citrullus colocynthis fruit extract 0.03 MG/ML / VERATRUM ALBUM Preparation 0.003 MG/ML Oral Solution Box of 1	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2285591	Atropine 0.25 MG / Papaverine 40 MG / Phenobarbital 20 MG / Quinine 30 MG / Rauwolfia preparation 0.8 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2285607	Atropine 0.05 MG / Bile Salts 60 MG / Dihydroergocristine 0.05 MG / Phenobarbital 5 MG / Rauwolfia preparation 8 MG / Rutin 20 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2285763	Arnica extract 0.036 MG/ML / Atropa belladonna fruiting top extract 0.0036 MG/ML / Calcium 0.0000000035 MG/ML / Selenicereus grandiflorus stem extract 0.036 MG/ML / Silicon Dioxide 0.0000000035 MG/ML / ... Injectable Solution Box of 5	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2286050	Allium sativum whole extract 43.6 MG / Cholecalciferol 100 UNT / CRATAEGUS LAEVIGATA FRUIT 43.6 MG / Rauwolfia preparation 0.028 MG / Rutin 0.28 MG / Viscum album preparation 42.5 MG / Vitamin A 1000 UNT / ... Oral Capsule Box of 1000	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2286051	Allium sativum whole extract 43.6 MG / Cholecalciferol 100 UNT / CRATAEGUS LAEVIGATA FRUIT 43.6 MG / Rauwolfia preparation 0.028 MG / Reserpine 0.25 MG / Rutin 0.28 MG / Viscum album preparation 42.5 MG / ... Oral Capsule Box of 1000	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2286109	ajmalicine 0.7 MG / buthiazide 3.3 MG / Potassium 300 MG / rescinnamine 0.07 MG / Reserpine 0.07 MG Oral Tablet Box of 1000	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2286937	urapidil 5.47 MG/ML Injectable Solution [Ebrantil] Box of 5	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2286938	urapidil 90 MG Extended Release Oral Capsule [Ebrantil] Box of 500	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2288550	Reserpine 2.5 MG/ML Injectable Solution [Reserpin Hameln]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2288553	Reserpine 0.2 MG Oral Tablet [Sedaraupin]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2289061	Prazosin 1 MG Oral Capsule [Duramipress] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2289066	Prazosin 2 MG Oral Tablet [Prazosin Heumann] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2289067	Prazosin 2 MG Oral Tablet [Prazoberag]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2289179	Polythiazide 0.5 MG / Prazosin 1 MG Oral Tablet [Polypress] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2289921	Orphenadrine 50 MG / Reserpine 1 MG Oral Tablet [Phasein] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2290613	moxonidine 0.3 MG Oral Tablet [Cynt] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2290616	moxonidine 0.4 MG Oral Tablet [Physiotens] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2290619	moxonidine 0.4 MG Oral Tablet [Moxodura] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2290626	moxonidine 0.4 MG Oral Tablet [Moxonidin Al] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2290633	moxonidine 0.2 MG Oral Tablet [Moxonidin Ct] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2290634	moxonidine 0.2 MG Oral Tablet [Moxonidin Ct] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2290635	moxonidine 0.2 MG Oral Tablet [Moxonidin Abz] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2290639	moxonidine 0.3 MG Oral Tablet [Moxonidin Sandoz] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2290640	moxonidine 0.3 MG Oral Tablet [Moxonidin Isis]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2291114	Methyldopa 250 MG Oral Tablet [Sembrina] Box of 1000	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2291116	Methyldopa 250 MG Oral Tablet [Aldometil] Box of 500	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2292999	Hydralazine 25 MG / Hydrochlorothiazide 12.5 MG / Metoprolol 100 MG Oral Tablet [Treloc] Box of 500	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2293021	Humulus lupulus whole extract 250 MG/ML / Potentilla anserina whole extract 65 MG/ML / Rauwolfia preparation 2 MG/ML / Valeriana officinalis whole extract 120 MG/ML Oral Solution [Euvegal]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2293158	Guanoxan 20 MG Oral Tablet [Guanutil]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2293161	Guanfacine 1 MG Oral Tablet [Estulic] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2293568	Folescutol 20 MG / Meprobamate 200 MG / Paraflutizide 2.5 MG / rescinnamine 0.5 MG Oral Tablet [Detensitral] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2294567	Doxazosin 4 MG Oral Tablet [Doxamax] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2294568	Doxazosin 4 MG Oral Tablet [Cardular] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2294579	Doxazosin 2 MG Oral Tablet [Doxazosin Uro Hexal]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2294581	Doxazosin 2 MG Oral Tablet [Doxazosin Sandoz] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2294584	Doxazosin 2 MG Oral Tablet [Doxazosin Al] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2294590	Doxazosin 2 MG Oral Tablet [Doxamax] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2294814	Dihydralazine 10 MG / Reserpine 0.1 MG Oral Tablet [Adelphan] Box of 1000	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2295592	Clonidine 0.15 MG / Hydrochlorothiazide 5 MG / Triamterene 10 MG Oral Tablet [Haemiton] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2295597	Clonidine 0.075 MG Oral Tablet [Clonidin Awd] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2295600	Clonidine 0.15 MG Oral Tablet [Clonistada] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2295604	Clonidine 0.25 MG Extended Release Oral Capsule [Clonidin Ratiopharm] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2295605	Clonidine 0.15 MG/ML Injectable Solution [Paracefan] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2296588	Camphor 0.1 MG/ML / hypophysis extract 0.00001 MG/ML / Prunus spinosa fruit extract 0.001 MG/ML / VERATRUM ALBUM Preparation 0.1 MG/ML Injectable Solution [Skorodit Kreislauf]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2297301	Bupranolol 20 MG / dehydrosanol 10 MG / Dihydralazine 25 MG / Triamterene 20 MG Oral Tablet [Pertenso] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2298257	Ajmaline 0.19 MG / Benzclortiazide 7.5 MG / Potassium 550 MG / rescinnamine 0.25 MG / Sarpagine 0.01 MG / yohimbine 0.8 MG Oral Tablet [Diuraupur] Box of 300	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2298903	urapidil 90 MG Extended Release Oral Capsule [Ebrantil] Box of 50 by Beragena	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2298905	urapidil 30 MG Extended Release Oral Capsule [Ebrantil] Box of 50 by Kohlpharma	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2300106	Prazosin 1 MG Oral Tablet [Minipress] Box of 100 by Beragena	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2300108	Prazosin 2 MG Oral Capsule Box of 20 by Ratiopharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2301022	moxonidine 0.4 MG Oral Tablet [Cynt] Box of 100 by Lilly	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2301025	moxonidine 0.2 MG Oral Tablet [Moxonidin Heumann] Box of 50 by Heumann	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2301028	moxonidine 0.2 MG Oral Tablet [Moxonidin 1a Pharma] Box of 50 by 1 A	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2301337	Methyldopa 250 MG Oral Tablet [Presinol] Box of 100 by Beragena	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2301484	Mefruside 10 MG / Methyldopa 125 MG / Reserpine 0.1 MG Oral Tablet [Caprinol] Box of 50 by Bayer	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2302028	Indoramin 25 MG Oral Tablet [Wydora] Box of 50 by Riemser	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2302029	Indoramin 25 MG Oral Tablet [Wydora] Box of 30 by Pfizer	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2303199	Doxazosin 4 MG Oral Tablet [Doxazosin Dura] Box of 100 by Mylan	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2303202	Doxazosin 4 MG Oral Tablet [Doxagamma] Box of 100 by Woerwag	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2303205	Doxazosin 1 MG Oral Tablet [Diblocin] Box of 20 by Astrazeneca	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2303206	Doxazosin 2 MG Oral Tablet [Doxazosin Basf] Box of 20 by Novartis	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2303209	Doxazosin 2 MG Oral Tablet [Diblocin] Box of 50 by Astrazeneca	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2303323	Dihydralazine 10 MG / Hydrochlorothiazide 10 MG / Reserpine 0.1 MG Oral Tablet Box of 100 by Beragena	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2303657	Clonidine 0.15 MG / cyclothiazide 2.5 MG Oral Tablet [Dimapres] Box of 50 by Boehringer Ingelheim	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2303658	Clonidine 0.15 MG Oral Tablet [Catapresan] Box of 500 by Boehringer Ingelheim	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2303663	Clonidine 0.15 MG Oral Tablet [Catapresan] Box of 100 by A+S Unicare	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2305096	VERATRUM ALBUM Preparation 0.015 MG/ML	Drug	Clinical Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2305414	Rauwolfia preparation 5 MG/ML	Drug	Clinical Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2305415	Rauwolfia preparation 0.015 MG/ML	Drug	Clinical Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2305417	Rauwolfia preparation 1.2 MG/ML	Drug	Clinical Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2306149	Dihydralazine 6.6 MG/ML	Drug	Clinical Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2307149	Prazosin 2 MG [Prazosin Hexal]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2307166	Polythiazide 1 MG / Reserpine 0.25 MG [Drenusil]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2307469	moxonidine 0.4 MG [Moxocard]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2308276	Doxazosin 2 MG [Doxazosin Apogepha]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2308607	Chlorthalidone 10 MG / Hydralazine 25 MG / Oxprenolol 80 MG [Trepress]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2308969	Anamirta cocculus whole extract 0.4 MG/ML / Arnica montana Extract 10 MG/ML / Gold 0.02 MG/ML / Rauwolfia preparation 200 MG/ML / Solidago virgaurea whole extract 60 MG/ML / Viscum album preparation 50 MG/ML [Hyperidyst]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2309130	Aesculus hippocastanum bark extract 0.455 MG/ML / Aloe Extract 0.0000455 MG/ML / Arnica extract 0.005 MG/ML / Artemisia abrotanum whole extract 0.00455 MG/ML / Bellis perennis extract 0.00455 MG/ML / ... [Vitafolia Tormentilla]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2309207	6-(Diethylaminomethyl)Rutin 17 MG / CRATAEGUS LAEVIGATA FRUIT 20 MG / Hexamethonium Hydroxide 40 MG / Hydrochlorothiazide 17 MG / Potassium 145 MG / Rauwolfia preparation 0.5 MG / Reserpine 0.075 MG [Raucombin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2309534	CRATAEGUS LAEVIGATA FRUIT / Rauwolfia preparation / Tris(Hydroxymethyl)Rutoside / Viscum album preparation Oral Solution	Drug	Clinical Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2309560	Caffeine / Convallaria majalis extract / CRATAEGUS LAEVIGATA FRUIT / Delphinium Staphisagria Preparation / Digitalis purpurea whole extract / Drimia maritima bulb extract / Ephedra distachya flowering twig extract / Gold / ... Oral Solution	Drug	Clinical Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2309815	Arnica extract / Convallaria majalis extract / CRATAEGUS LAEVIGATA FRUIT / Gold / Strychnos ignatii preparation / Valeriana officinalis whole extract / VERATRUM ALBUM Preparation Oral Solution	Drug	Clinical Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2309837	Antimony / Atropa belladonna fruiting top extract / Copper Gluconate / Matricaria chamomilla flowering top oil / Oats preparation / VERATRUM ALBUM Preparation Injectable Solution	Drug	Clinical Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
