DX_CODE_2,CODE,SHORT_DESCRIPTION,LONG_DESCRIPTION,CONCEPT_ID,CONCEPT_NAME,DOMAIN_ID,VOCABULARY_ID,CONCEPT_CLASS_ID,START_DATE,END_DATE,PREV_DOC_FLAG
C84.43,C8443,"Peripheral T-cell lymphoma, NEC, intra-abdominal lymph nodes","Peripheral T-cell lymphoma, not elsewhere classified, intra-abdominal lymph nodes",45586050,"Peripheral T-cell lymphoma, not elsewhere classified, intra-abdominal lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.44,C8444,"Prph T-cell lymphoma, NEC, nodes of axilla and upper limb","Peripheral T-cell lymphoma, not elsewhere classified, lymph nodes of axilla and upper limb",45542653,"Peripheral T-cell lymphoma, not elsewhere classified, lymph nodes of axilla and upper limb",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.45,C8445,"Prph T-cell lymph, NEC, nodes of ing region and lower limb","Peripheral T-cell lymphoma, not elsewhere classified, lymph nodes of inguinal region and lower limb",45566638,"Peripheral T-cell lymphoma, not elsewhere classified, lymph nodes of inguinal region and lower limb",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.46,C8446,"Peripheral T-cell lymphoma, NEC, intrapelvic nodes","Peripheral T-cell lymphoma, not elsewhere classified, intrapelvic lymph nodes",45542654,"Peripheral T-cell lymphoma, not elsewhere classified, intrapelvic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.47,C8447,"Peripheral T-cell lymphoma, not elsewhere classified, spleen","Peripheral T-cell lymphoma, not elsewhere classified, spleen",45605316,"Peripheral T-cell lymphoma, not elsewhere classified, spleen",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.48,C8448,"Peripheral T-cell lymphoma, NEC, lymph nodes mult site","Peripheral T-cell lymphoma, not eslewhere classified, lymph nodes of multiple sites",45605317,"Peripheral T-cell lymphoma, not elsewhere classified, lymph nodes of multiple sites",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.49,C8449,"Prph T-cell lymphoma, NEC, extrnod and solid organ sites","Peripheral T-cell lymphoma, not elsewhere classified, extranodal and solid organ sites",45542655,"Peripheral T-cell lymphoma, not elsewhere classified, extranodal and solid organ sites",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.4A,NA,NA,NA,1102881,"Peripheral T-cell lymphoma, not elsewhere classified, in remission",Condition,ICD10CM,5-char billing code,10/1/2024,12/31/2099,TRUE
C84.50,NA,NA,NA,35206395,Other and unspecified T-cell lymphomas unspecified site,Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C84.51,NA,NA,NA,35206396,"Other and unspecified T-cell lymphomas, lymph nodes of head, face, and neck",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C84.52,NA,NA,NA,35206397,"Other and unspecified T-cell lymphomas, intrathoracic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C84.53,NA,NA,NA,35206398,"Other and unspecified T-cell lymphomas, intra-abdominal lymph nodes",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C84.54,NA,NA,NA,35206399,"Other and unspecified T-cell lymphomas, lymph nodes of axilla and upper limb",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C84.55,NA,NA,NA,35206400,"Other and unspecified T-cell lymphomas, lymph nodes of inguinal region and lower limb",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C84.56,NA,NA,NA,35206401,"Other and unspecified T-cell lymphomas, intrapelvic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C84.57,NA,NA,NA,35206402,"Other and unspecified T-cell lymphomas, spleen",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C84.58,NA,NA,NA,35206403,"Other and unspecified T-cell lymphomas, lymph nodes of multiple sites",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C84.59,NA,NA,NA,35206404,"Other and unspecified T-cell lymphomas, extranodal and solid organ sites",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C84.6,NA,NA,NA,1567663,"Anaplastic large cell lymphoma, ALK-positive",Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C84.60,C8460,"Anaplastic large cell lymphoma, ALK-positive, unsp site","Anaplastic large cell lymphoma, ALK-positive, unspecified site",45557034,"Anaplastic large cell lymphoma, ALK-positive, unspecified site",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.61,C8461,"Anaplstc lg cell lymph, ALK-pos, nodes of head, face, and nk","Anaplastic large cell lymphoma, ALK-positive, lymph nodes of head, face, and neck",45571562,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of head, face, and neck",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.62,C8462,"Anaplastic large cell lymphoma, ALK-pos, intrathorac nodes","Anaplastic large cell lymphoma, ALK-positive, intrathoracic lymph nodes",45595709,"Anaplastic large cell lymphoma, ALK-positive, intrathoracic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.63,C8463,"Anaplastic large cell lymphoma, ALK-pos, intra-abd nodes","Anaplastic large cell lymphoma, ALK-positive, intra-abdominal lymph nodes",45552306,"Anaplastic large cell lymphoma, ALK-positive, intra-abdominal lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.64,C8464,"Anaplstc lg cell lymph, ALK-pos, nodes of axla and upr limb","Anaplastic large cell lymphoma, ALK-positive, lymph nodes of axilla and upper limb",45605318,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of axilla and upper limb",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.65,C8465,"Anaplstc lg cell lymph, ALK-pos, nodes of ing rgn & low lmb","Anaplastic large cell lymphoma, ALK-positive, lymph nodes of inguinal region and lower limb",45576361,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of inguinal region and lower limb",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.66,C8466,"Anaplastic large cell lymphoma, ALK-pos, intrapelv nodes","Anaplastic large cell lymphoma, ALK-positive, intrapelvic lymph nodes",45561859,"Anaplastic large cell lymphoma, ALK-positive, intrapelvic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.67,C8467,"Anaplastic large cell lymphoma, ALK-positive, spleen","Anaplastic large cell lymphoma, ALK-positive, spleen",45605319,"Anaplastic large cell lymphoma, ALK-positive, spleen",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.68,C8468,"Anaplastic large cell lymphoma, ALK-pos, nodes mult site","Anaplastic large cell lymphoma, ALK-positive, lymph nodes of multiple sites",45537865,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of multiple sites",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.69,C8469,"Anaplstc lg cell lymph, ALK-pos, extrnod and solid org sites","Anaplastic large cell lymphoma, ALK-positive, extranodal and solid organ sites",45600556,"Anaplastic large cell lymphoma, ALK-positive, extranodal and solid organ sites",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.6A,NA,NA,NA,1102882,"Anaplastic large cell lymphoma, ALK-positive, in remission",Condition,ICD10CM,5-char billing code,10/1/2024,12/31/2099,TRUE
C84.7,NA,NA,NA,1567664,"Anaplastic large cell lymphoma, ALK-negative",Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C84.70,C8470,"Anaplastic large cell lymphoma, ALK-negative, unsp site","Anaplastic large cell lymphoma, ALK-negative, unspecified site",45547544,"Anaplastic large cell lymphoma, ALK-negative, unspecified site",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.71,C8471,"Anaplstc lg cell lymph, ALK-neg, nodes of head, face, and nk","Anaplastic large cell lymphoma, ALK-negative, lymph nodes of head, face, and neck",45605320,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of head, face, and neck",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.72,C8472,"Anaplastic large cell lymphoma, ALK-neg, intrathorac nodes","Anaplastic large cell lymphoma, ALK-negative, intrathoracic lymph nodes",45571563,"Anaplastic large cell lymphoma, ALK-negative, intrathoracic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.73,C8473,"Anaplastic large cell lymphoma, ALK-neg, intra-abd nodes","Anaplastic large cell lymphoma, ALK-negative, intra-abdominal lymph nodes",45537866,"Anaplastic large cell lymphoma, ALK-negative, intra-abdominal lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.74,C8474,"Anaplstc lg cell lymph, ALK-neg, nodes of axla and upr limb","Anaplastic large cell lymphoma, ALK-negative, lymph nodes of axilla and upper limb",45547545,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of axilla and upper limb",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.75,C8475,"Anaplstc lg cell lymph, ALK-neg, nodes of ing rgn & low lmb","Anaplastic large cell lymphoma, ALK-negative, lymph nodes of inguinal region and lower limb",45586052,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of inguinal region and lower limb",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.76,C8476,"Anaplastic large cell lymphoma, ALK-neg, intrapelv nodes","Anaplastic large cell lymphoma, ALK-negative, intrapelvic lymph nodes",45576362,"Anaplastic large cell lymphoma, ALK-negative, intrapelvic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.77,C8477,"Anaplastic large cell lymphoma, ALK-negative, spleen","Anaplastic large cell lymphoma, ALK-negative, spleen",45605321,"Anaplastic large cell lymphoma, ALK-negative, spleen",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.78,C8478,"Anaplastic large cell lymphoma, ALK-neg, nodes mult site","Anaplastic large cell lymphoma, ALK-negative, lymph nodes of multiple sites",45595710,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of multiple sites",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.79,C8479,"Anaplstc lg cell lymph, ALK-neg, extrnod and solid org sites","Anaplastic large cell lymphoma, ALK-negative, extranodal and solid organ sites",45586053,"Anaplastic large cell lymphoma, ALK-negative, extranodal and solid organ sites",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.7A,C847A,"Anaplastic large cell lymphoma, ALK-negative, breast","Anaplastic large cell lymphoma, ALK-negative, breast",766341,"Anaplastic large cell lymphoma, ALK-negative, breast",Condition,ICD10CM,5-char billing code,10/1/2021,12/31/2099,TRUE
C84.7B,NA,NA,NA,1102883,"Anaplastic large cell lymphoma, ALK-negative, in remission",Condition,ICD10CM,5-char billing code,10/1/2024,12/31/2099,TRUE
C84.9,NA,NA,NA,1567667,"Mature T/NK-cell lymphomas, unspecified",Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C84.90,C8490,"Mature T/NK-cell lymphomas, unspecified, unspecified site","Mature T/NK-cell lymphomas, unspecified, unspecified site",45532953,"Mature T/NK-cell lymphomas, unspecified, unspecified site",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.91,C8491,"Mature T/NK-cell lymph, unsp, nodes of head, face, and neck","Mature T/NK-cell lymphomas, unspecified, lymph nodes of head, face, and neck",45586054,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of head, face, and neck",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.92,C8492,"Mature T/NK-cell lymphomas, unsp, intrathoracic lymph nodes","Mature T/NK-cell lymphomas, unspecified, intrathoracic lymph nodes",45600557,"Mature T/NK-cell lymphomas, unspecified, intrathoracic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.93,C8493,"Mature T/NK-cell lymphomas, unsp, intra-abd lymph nodes","Mature T/NK-cell lymphomas, unspecified, intra-abdominal lymph nodes",45605322,"Mature T/NK-cell lymphomas, unspecified, intra-abdominal lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.94,C8494,"Mature T/NK-cell lymph, unsp, nodes of axilla and upper limb","Mature T/NK-cell lymphomas, unspecified, lymph nodes of axilla and upper limb",45605323,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of axilla and upper limb",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.95,C8495,"Mature T/NK-cell lymph, unsp, nodes of ing rgn and low limb","Mature T/NK-cell lymphomas, unspecified, lymph nodes of inguinal region and lower limb",45542656,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of inguinal region and lower limb",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.96,C8496,"Mature T/NK-cell lymphomas, unsp, intrapelvic lymph nodes","Mature T/NK-cell lymphomas, unspecified, intrapelvic lymph nodes",45532954,"Mature T/NK-cell lymphomas, unspecified, intrapelvic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.97,C8497,"Mature T/NK-cell lymphomas, unspecified, spleen","Mature T/NK-cell lymphomas, unspecified, spleen",45581245,"Mature T/NK-cell lymphomas, unspecified, spleen",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.98,C8498,"Mature T/NK-cell lymphomas, unsp, lymph nodes mult site","Mature T/NK-cell lymphomas, unspecified, lymph nodes of multiple sites",45571564,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of multiple sites",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.99,C8499,"Mature T/NK-cell lymph, unsp, extrnod and solid organ sites","Mature T/NK-cell lymphomas, unspecified, extranodal and solid organ sites",45571565,"Mature T/NK-cell lymphomas, unspecified, extranodal and solid organ sites",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.9A,NA,NA,NA,1102884,"Mature T/NK-cell lymphomas, unspecified, in remission",Condition,ICD10CM,5-char billing code,10/1/2024,12/31/2099,TRUE
C84.A,NA,NA,NA,1567665,"Cutaneous T-cell lymphoma, unspecified",Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C84.A0,C84A0,"Cutaneous T-cell lymphoma, unspecified, unspecified site","Cutaneous T-cell lymphoma, unspecified, unspecified site",45590951,"Cutaneous T-cell lymphoma, unspecified, unspecified site",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.A1,C84A1,"Cutan T-cell lymphoma, unsp nodes of head, face, and neck","Cutaneous T-cell lymphoma, unspecified lymph nodes of head, face, and neck",45600558,"Cutaneous T-cell lymphoma, unspecified lymph nodes of head, face, and neck",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.A2,C84A2,"Cutaneous T-cell lymphoma, unsp, intrathoracic lymph nodes","Cutaneous T-cell lymphoma, unspecified, intrathoracic lymph nodes",45586055,"Cutaneous T-cell lymphoma, unspecified, intrathoracic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.A3,C84A3,"Cutaneous T-cell lymphoma, unsp, intra-abdominal lymph nodes","Cutaneous T-cell lymphoma, unspecified, intra-abdominal lymph nodes",45566639,"Cutaneous T-cell lymphoma, unspecified, intra-abdominal lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.A4,C84A4,"Cutan T-cell lymphoma, unsp, nodes of axilla and upper limb","Cutaneous T-cell lymphoma, unspecified, lymph nodes of axilla and upper limb",45532955,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of axilla and upper limb",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.A5,C84A5,"Cutan T-cell lymph, unsp, nodes of ing region and lower limb","Cutaneous T-cell lymphoma, unspecified, lymph nodes of inguinal region and lower limb",45537867,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of inguinal region and lower limb",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.A6,C84A6,"Cutaneous T-cell lymphoma, unsp, intrapelvic lymph nodes","Cutaneous T-cell lymphoma, unspecified, intrapelvic lymph nodes",45542657,"Cutaneous T-cell lymphoma, unspecified, intrapelvic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.A7,C84A7,"Cutaneous T-cell lymphoma, unspecified, spleen","Cutaneous T-cell lymphoma, unspecified, spleen",45605324,"Cutaneous T-cell lymphoma, unspecified, spleen",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.A8,C84A8,"Cutaneous T-cell lymphoma, unsp, lymph nodes mult site","Cutaneous T-cell lymphoma, unspecified, lymph nodes of multiple sites",45581246,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of multiple sites",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.A9,C84A9,"Cutan T-cell lymphoma, unsp, extrnod and solid organ sites","Cutaneous T-cell lymphoma, unspecified, extranodal and solid organ sites",45561860,"Cutaneous T-cell lymphoma, unspecified, extranodal and solid organ sites",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.AA,NA,NA,NA,1102885,"Cutaneous T-cell lymphoma, unspecified, in remission",Condition,ICD10CM,5-char billing code,10/1/2024,12/31/2099,TRUE
C84.Z,NA,NA,NA,1567666,Other mature T/NK-cell lymphomas,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C84.Z0,C84Z0,"Other mature T/NK-cell lymphomas, unspecified site","Other mature T/NK-cell lymphomas, unspecified site",45590952,"Other mature T/NK-cell lymphomas, unspecified site",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.Z1,C84Z1,"Oth mature T/NK-cell lymph, nodes of head, face, and neck","Other mature T/NK-cell lymphomas, lymph nodes of head, face, and neck",45561861,"Other mature T/NK-cell lymphomas, lymph nodes of head, face, and neck",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.Z2,C84Z2,"Other mature T/NK-cell lymphomas, intrathoracic lymph nodes","Other mature T/NK-cell lymphomas, intrathoracic lymph nodes",45547546,"Other mature T/NK-cell lymphomas, intrathoracic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.Z3,C84Z3,"Oth mature T/NK-cell lymphomas, intra-abdominal lymph nodes","Other mature T/NK-cell lymphomas, intra-abdominal lymph nodes",45561862,"Other mature T/NK-cell lymphomas, intra-abdominal lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.Z4,C84Z4,"Oth mature T/NK-cell lymph, nodes of axilla and upper limb","Other mature T/NK-cell lymphomas, lymph nodes of axilla and upper limb",45590953,"Other mature T/NK-cell lymphomas, lymph nodes of axilla and upper limb",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.Z5,C84Z5,"Oth mature T/NK-cell lymph, nodes of ing rgn and lower limb","Other mature T/NK-cell lymphomas, lymph nodes of inguinal region and lower limb",45595712,"Other mature T/NK-cell lymphomas, lymph nodes of inguinal region and lower limb",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.Z6,C84Z6,"Other mature T/NK-cell lymphomas, intrapelvic lymph nodes","Other mature T/NK-cell lymphomas, intrapelvic lymph nodes",45566640,"Other mature T/NK-cell lymphomas, intrapelvic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.Z7,C84Z7,"Other mature T/NK-cell lymphomas, spleen","Other mature T/NK-cell lymphomas, spleen",45605325,"Other mature T/NK-cell lymphomas, spleen",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.Z8,C84Z8,"Oth mature T/NK-cell lymphomas, lymph nodes mult site","Other mature T/NK-cell lymphomas, lymph nodes of multiple sites",45552307,"Other mature T/NK-cell lymphomas, lymph nodes of multiple sites",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.Z9,C84Z9,"Oth mature T/NK-cell lymph, extrnod and solid organ sites","Other mature T/NK-cell lymphomas, extranodal and solid organ sites",45561863,"Other mature T/NK-cell lymphomas, extranodal and solid organ sites",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C84.ZA,NA,NA,NA,1102886,"Other mature T/NK-cell lymphomas, in remission",Condition,ICD10CM,5-char billing code,10/1/2024,12/31/2099,TRUE
C85,NA,NA,NA,1567668,Other specified and unspecified types of non-Hodgkin lymphoma,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,TRUE
C85.00,NA,NA,NA,35206405,"Lymphosarcoma, unspecified site",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C85.01,NA,NA,NA,35206406,"Lymphosarcoma, lymph nodes of head, face, and neck",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C85.02,NA,NA,NA,35206407,"Lymphosarcoma, intrathoracic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C85.03,NA,NA,NA,35206408,"Lymphosarcoma, intra-abdominal lymph nodes",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C85.04,NA,NA,NA,35206409,"Lymphosarcoma, lymph nodes of axilla and upper limb",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C85.05,NA,NA,NA,35206410,"Lymphosarcoma, lymph nodes of inguinal region and lower limb",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C85.06,NA,NA,NA,35206411,"Lymphosarcoma, intrapelvic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C85.07,NA,NA,NA,35206412,"Lymphosarcoma, spleen",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C85.08,NA,NA,NA,35206413,"Lymphosarcoma, lymph nodes of multiple sites",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C85.09,NA,NA,NA,35206414,"Lymphosarcoma, extranodal and solid organ sites",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C85.1,NA,NA,NA,1567669,Unspecified B-cell lymphoma,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C85.10,C8510,"Unspecified B-cell lymphoma, unspecified site","Unspecified B-cell lymphoma, unspecified site",45590954,"Unspecified B-cell lymphoma, unspecified site",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C85.11,C8511,"Unsp B-cell lymphoma, lymph nodes of head, face, and neck","Unspecified B-cell lymphoma, lymph nodes of head, face, and neck",45581247,"Unspecified B-cell lymphoma, lymph nodes of head, face, and neck",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C85.12,C8512,"Unspecified B-cell lymphoma, intrathoracic lymph nodes","Unspecified B-cell lymphoma, intrathoracic lymph nodes",45561864,"Unspecified B-cell lymphoma, intrathoracic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C85.13,C8513,"Unspecified B-cell lymphoma, intra-abdominal lymph nodes","Unspecified B-cell lymphoma, intra-abdominal lymph nodes",45590955,"Unspecified B-cell lymphoma, intra-abdominal lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C85.14,C8514,"Unsp B-cell lymphoma, lymph nodes of axilla and upper limb","Unspecified B-cell lymphoma, lymph nodes of axilla and upper limb",45605326,"Unspecified B-cell lymphoma, lymph nodes of axilla and upper limb",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C85.15,C8515,"Unsp B-cell lymphoma, nodes of ing region and lower limb","Unspecified B-cell lymphoma, lymph nodes of inguinal region and lower limb",45595713,"Unspecified B-cell lymphoma, lymph nodes of inguinal region and lower limb",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C85.16,C8516,"Unspecified B-cell lymphoma, intrapelvic lymph nodes","Unspecified B-cell lymphoma, intrapelvic lymph nodes",45537868,"Unspecified B-cell lymphoma, intrapelvic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C85.17,C8517,"Unspecified B-cell lymphoma, spleen","Unspecified B-cell lymphoma, spleen",45605327,"Unspecified B-cell lymphoma, spleen",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C85.18,C8518,"Unspecified B-cell lymphoma, lymph nodes of multiple sites","Unspecified B-cell lymphoma, lymph nodes of multiple sites",45547548,"Unspecified B-cell lymphoma, lymph nodes of multiple sites",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C85.19,C8519,"Unsp B-cell lymphoma, extranodal and solid organ sites","Unspecified B-cell lymphoma, extranodal and solid organ sites",45542658,"Unspecified B-cell lymphoma, extranodal and solid organ sites",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C85.1A,NA,NA,NA,1102887,"Unspecified B-cell lymphoma, in remission",Condition,ICD10CM,5-char billing code,10/1/2024,12/31/2099,TRUE
C85.2,NA,NA,NA,1567670,Mediastinal (thymic) large B-cell lymphoma,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C85.20,C8520,"Mediastinal (thymic) large B-cell lymphoma, unspecified site","Mediastinal (thymic) large B-cell lymphoma, unspecified site",45590956,"Mediastinal (thymic) large B-cell lymphoma, unspecified site",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C85.21,C8521,"Mediastnl large B-cell lymph, nodes of head, face, and neck","Mediastinal (thymic) large B-cell lymphoma, lymph nodes of head, face, and neck",45581248,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of head, face, and neck",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C85.22,C8522,"Mediastnl (thymic) large B-cell lymphoma, intrathorac nodes","Mediastinal (thymic) large B-cell lymphoma, intrathoracic lymph nodes",45586057,"Mediastinal (thymic) large B-cell lymphoma, intrathoracic lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C85.23,C8523,"Mediastinal (thymic) large B-cell lymphoma, intra-abd nodes","Mediastinal (thymic) large B-cell lymphoma, intra-abdominal lymph nodes",45590957,"Mediastinal (thymic) large B-cell lymphoma, intra-abdominal lymph nodes",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C85.24,C8524,"Mediastnl large B-cell lymph, nodes of axilla and upper limb","Mediastinal (thymic) large B-cell lymphoma, lymph nodes of axilla and upper limb",45566641,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of axilla and upper limb",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C85.25,C8525,"Mediastnl lg B-cell lymph, nodes of ing rgn and lower limb","Mediastinal (thymic) large B-cell lymphoma, lymph nodes of inguinal region and lower limb",45590958,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of inguinal region and lower limb",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
