"CODE_2","CODE","SHORT_DESCRIPTION","LONG_DESCRIPTION","CONCEPT_ID","CONCEPT_NAME","DOMAIN_ID","VOCABULARY_ID","CONCEPT_CLASS_ID","START_DATE","END_DATE"
"C83.19","C8319","Mantle cell lymphoma, extranodal and solid organ sites","Mantle cell lymphoma, extranodal and solid organ sites",45590943,"Mantle cell lymphoma, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.1A",NA,NA,NA,1102871,"Mantle cell lymphoma, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C83.20",NA,NA,NA,35206345,"Mixed small and large cell (diffuse) non-Hodgkin's lymphoma, unspecified site","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.21",NA,NA,NA,35206346,"Mixed small and large cell (diffuse) non-Hodgkin's lymphoma, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.22",NA,NA,NA,35206347,"Mixed small and large cell (diffuse) non-Hodgkin's lymphoma, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.23",NA,NA,NA,35206348,"Mixed small and large cell (diffuse) non-Hodgkin's lymphoma, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.24",NA,NA,NA,35206349,"Mixed small and large cell (diffuse) non-Hodgkin's lymphoma, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.25",NA,NA,NA,35206350,"Mixed small and large cell (diffuse) non-Hodgkin's lymphoma, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.26",NA,NA,NA,35206351,"Mixed small and large cell (diffuse) non-Hodgkin's lymphoma, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.27",NA,NA,NA,35206352,"Mixed small and large cell (diffuse) non-Hodgkin's lymphoma, spleen","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.28",NA,NA,NA,35206353,"Mixed small and large cell (diffuse) non-Hodgkin's lymphoma, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.29",NA,NA,NA,35206354,"Mixed small and large cell (diffuse) non-Hodgkin's lymphoma, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.3",NA,NA,NA,1567654,"Diffuse large B-cell lymphoma","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C83.30","C8330","Diffuse large B-cell lymphoma, unspecified site","Diffuse large B-cell lymphoma, unspecified site",45561851,"Diffuse large B-cell lymphoma, unspecified site","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.31","C8331","Diffuse large B-cell lymphoma, nodes of head, face, and neck","Diffuse large B-cell lymphoma, lymph nodes of head, face, and neck",45561852,"Diffuse large B-cell lymphoma, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.32","C8332","Diffuse large B-cell lymphoma, intrathoracic lymph nodes","Diffuse large B-cell lymphoma, intrathoracic lymph nodes",45595705,"Diffuse large B-cell lymphoma, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.33","C8333","Diffuse large B-cell lymphoma, intra-abdominal lymph nodes","Diffuse large B-cell lymphoma, intra-abdominal lymph nodes",45542647,"Diffuse large B-cell lymphoma, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.34","C8334","Diffuse large B-cell lymph, nodes of axilla and upper limb","Diffuse large B-cell lymphoma, lymph nodes of axilla and upper limb",45561853,"Diffuse large B-cell lymphoma, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.35","C8335","Diffus large B-cell lymph, nodes of ing rgn and lower limb","Diffuse large B-cell lymphoma, lymph nodes of inguinal region and lower limb",45581240,"Diffuse large B-cell lymphoma, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.36","C8336","Diffuse large B-cell lymphoma, intrapelvic lymph nodes","Diffuse large B-cell lymphoma, intrapelvic lymph nodes",45547540,"Diffuse large B-cell lymphoma, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.37","C8337","Diffuse large B-cell lymphoma, spleen","Diffuse large B-cell lymphoma, spleen",45586043,"Diffuse large B-cell lymphoma, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.38","C8338","Diffuse large B-cell lymphoma, lymph nodes of multiple sites","Diffuse large B-cell lymphoma, lymph nodes of multiple sites",45571554,"Diffuse large B-cell lymphoma, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.39","C8339","Diffuse large B-cell lymphoma, extrnod and solid organ sites","Diffuse large B-cell lymphoma, extranodal and solid organ sites",45557027,"Diffuse large B-cell lymphoma, extranodal and solid organ sites","Condition","ICD10CM","5-char nonbill code","1970-01-01","2099-12-31"
"C83.390",NA,NA,NA,1102872,"Primary central nervous system lymphoma","Condition","ICD10CM","6-char billing code","2024-10-01","2099-12-31"
"C83.398",NA,NA,NA,1102873,"Diffuse large B-cell lymphoma of other extranodal and solid organ sites","Condition","ICD10CM","6-char billing code","2024-10-01","2099-12-31"
"C83.3A",NA,NA,NA,1102874,"Diffuse large B-cell lymphoma, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C83.40",NA,NA,NA,35206355,"Immunoblastic (diffuse) non-Hodgkin's lymphoma, unspecified site","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.41",NA,NA,NA,35206356,"Immunoblastic (diffuse) non-Hodgkin's lymphoma, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.42",NA,NA,NA,35206357,"Immunoblastic (diffuse) non-Hodgkin's lymphoma, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.43",NA,NA,NA,35206358,"Immunoblastic (diffuse) non-Hodgkin's lymphoma, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.44",NA,NA,NA,35206359,"Immunoblastic (diffuse) non-Hodgkin's lymphoma, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.45",NA,NA,NA,35206360,"Immunoblastic (diffuse) non-Hodgkin's lymphoma, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.46",NA,NA,NA,35206361,"Immunoblastic (diffuse) non-Hodgkin's lymphoma, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.47",NA,NA,NA,35206362,"Immunoblastic (diffuse) non-Hodgkin's lymphoma, spleen","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.48",NA,NA,NA,35206363,"Immunoblastic (diffuse) non-Hodgkin's lymphoma, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.49",NA,NA,NA,35206364,"Immunoblastic (diffuse) non-Hodgkin's lymphoma, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.5",NA,NA,NA,1567655,"Lymphoblastic (diffuse) lymphoma","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C83.50","C8350","Lymphoblastic (diffuse) lymphoma, unspecified site","Lymphoblastic (diffuse) lymphoma, unspecified site",45586045,"Lymphoblastic (diffuse) lymphoma, unspecified site","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.51","C8351","Lymphoblastic lymphoma, nodes of head, face, and neck","Lymphoblastic (diffuse) lymphoma, lymph nodes of head, face, and neck",45557028,"Lymphoblastic (diffuse) lymphoma, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.52","C8352","Lymphoblastic (diffuse) lymphoma, intrathoracic lymph nodes","Lymphoblastic (diffuse) lymphoma, intrathoracic lymph nodes",45552303,"Lymphoblastic (diffuse) lymphoma, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.53","C8353","Lymphoblastic (diffuse) lymphoma, intra-abd lymph nodes","Lymphoblastic (diffuse) lymphoma, intra-abdominal lymph nodes",45586046,"Lymphoblastic (diffuse) lymphoma, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.54","C8354","Lymphoblastic lymphoma, nodes of axilla and upper limb","Lymphoblastic (diffuse) lymphoma, lymph nodes of axilla and upper limb",45542648,"Lymphoblastic (diffuse) lymphoma, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.55","C8355","Lymphoblastic lymphoma, nodes of ing region and lower limb","Lymphoblastic (diffuse) lymphoma, lymph nodes of inguinal region and lower limb",45595706,"Lymphoblastic (diffuse) lymphoma, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.56","C8356","Lymphoblastic (diffuse) lymphoma, intrapelvic lymph nodes","Lymphoblastic (diffuse) lymphoma, intrapelvic lymph nodes",45571556,"Lymphoblastic (diffuse) lymphoma, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.57","C8357","Lymphoblastic (diffuse) lymphoma, spleen","Lymphoblastic (diffuse) lymphoma, spleen",45557029,"Lymphoblastic (diffuse) lymphoma, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.58","C8358","Lymphoblastic (diffuse) lymphoma, lymph nodes mult site","Lymphoblastic (diffuse) lymphoma, lymph nodes of multiple sites",45595707,"Lymphoblastic (diffuse) lymphoma, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.59","C8359","Lymphoblastic lymphoma, extrnod and solid organ sites","Lymphoblastic (diffuse) lymphoma, extranodal and solid organ sites",45590944,"Lymphoblastic (diffuse) lymphoma, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.5A",NA,NA,NA,1102875,"Lymphoblastic (diffuse) lymphoma, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C83.60",NA,NA,NA,35206365,"Undifferentiated (diffuse) non-Hodgkin's lymphoma, unspecified site","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.61",NA,NA,NA,35206366,"Undifferentiated (diffuse) non-Hodgkin's lymphoma, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.62",NA,NA,NA,35206367,"Undifferentiated (diffuse) non-Hodgkin's lymphoma, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.63",NA,NA,NA,35206368,"Undifferentiated (diffuse) non-Hodgkin's lymphoma, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.64",NA,NA,NA,35206369,"Undifferentiated (diffuse) non-Hodgkin's lymphoma, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.65",NA,NA,NA,35206370,"Undifferentiated (diffuse) non-Hodgkin's lymphoma, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.66",NA,NA,NA,35206371,"Undifferentiated (diffuse) non-Hodgkin's lymphoma, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.67",NA,NA,NA,35206372,"Undifferentiated (diffuse) non-Hodgkin's lymphoma, spleen","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.68",NA,NA,NA,35206373,"Undifferentiated (diffuse) non-Hodgkin's lymphoma, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.69",NA,NA,NA,35206374,"Undifferentiated (diffuse) non-Hodgkin's lymphoma, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C83.7",NA,NA,NA,1567656,"Burkitt lymphoma","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C83.70","C8370","Burkitt lymphoma, unspecified site","Burkitt lymphoma, unspecified site",45566635,"Burkitt lymphoma, unspecified site","Condition","ICD10CM","5-char billing code","2014-07-01","2099-12-31"
"C83.71","C8371","Burkitt lymphoma, lymph nodes of head, face, and neck","Burkitt lymphoma, lymph nodes of head, face, and neck",45600550,"Burkitt lymphoma, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.72","C8372","Burkitt lymphoma, intrathoracic lymph nodes","Burkitt lymphoma, intrathoracic lymph nodes",45605308,"Burkitt lymphoma, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.73","C8373","Burkitt lymphoma, intra-abdominal lymph nodes","Burkitt lymphoma, intra-abdominal lymph nodes",45576358,"Burkitt lymphoma, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.74","C8374","Burkitt lymphoma, lymph nodes of axilla and upper limb","Burkitt lymphoma, lymph nodes of axilla and upper limb",45605309,"Burkitt lymphoma, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.75","C8375","Burkitt lymphoma, nodes of inguinal region and lower limb","Burkitt lymphoma, lymph nodes of inguinal region and lower limb",45600551,"Burkitt lymphoma, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.76","C8376","Burkitt lymphoma, intrapelvic lymph nodes","Burkitt lymphoma, intrapelvic lymph nodes",45547541,"Burkitt lymphoma, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.77","C8377","Burkitt lymphoma, spleen","Burkitt lymphoma, spleen",45537860,"Burkitt lymphoma, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.78","C8378","Burkitt lymphoma, lymph nodes of multiple sites","Burkitt lymphoma, lymph nodes of multiple sites",45561854,"Burkitt lymphoma, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.79","C8379","Burkitt lymphoma, extranodal and solid organ sites","Burkitt lymphoma, extranodal and solid organ sites",45605310,"Burkitt lymphoma, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.7A",NA,NA,NA,1102876,"Burkitt lymphoma, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C83.8",NA,NA,NA,1567657,"Other non-follicular lymphoma","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C83.80","C8380","Other non-follicular lymphoma, unspecified site","Other non-follicular lymphoma, unspecified site",45532951,"Other non-follicular lymphoma, unspecified site","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.81","C8381","Oth non-follic lymphoma, lymph nodes of head, face, and neck","Other non-follicular lymphoma, lymph nodes of head, face, and neck",45605311,"Other non-follicular lymphoma, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.82","C8382","Other non-follicular lymphoma, intrathoracic lymph nodes","Other non-follicular lymphoma, intrathoracic lymph nodes",45590946,"Other non-follicular lymphoma, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.83","C8383","Other non-follicular lymphoma, intra-abdominal lymph nodes","Other non-follicular lymphoma, intra-abdominal lymph nodes",45561855,"Other non-follicular lymphoma, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.84","C8384","Oth non-follic lymphoma, nodes of axilla and upper limb","Other non-follicular lymphoma, lymph nodes of axilla and upper limb",45552304,"Other non-follicular lymphoma, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.85","C8385","Oth non-follic lymphoma, nodes of ing region and lower limb","Other non-follicular lymphoma, lymph nodes of inguinal region and lower limb",45557030,"Other non-follicular lymphoma, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.86","C8386","Other non-follicular lymphoma, intrapelvic lymph nodes","Other non-follicular lymphoma, intrapelvic lymph nodes",45557031,"Other non-follicular lymphoma, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.87","C8387","Other non-follicular lymphoma, spleen","Other non-follicular lymphoma, spleen",45586047,"Other non-follicular lymphoma, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.88","C8388","Other non-follicular lymphoma, lymph nodes of multiple sites","Other non-follicular lymphoma, lymph nodes of multiple sites",45566636,"Other non-follicular lymphoma, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.89","C8389","Oth non-follic lymphoma, extranodal and solid organ sites","Other non-follicular lymphoma, extranodal and solid organ sites",45532952,"Other non-follicular lymphoma, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.8A",NA,NA,NA,1102877,"Other non-follicular lymphoma, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C83.9",NA,NA,NA,1567658,"Non-follicular (diffuse) lymphoma, unspecified","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C83.90","C8390","Non-follicular (diffuse) lymphoma, unsp, unspecified site","Non-follicular (diffuse) lymphoma, unspecified, unspecified site",45571557,"Non-follicular (diffuse) lymphoma, unspecified, unspecified site","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.91","C8391","Non-follic lymphoma, unsp, nodes of head, face, and neck","Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of head, face, and neck",45566637,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.92","C8392","Non-follic (diffuse) lymphoma, unsp, intrathorac lymph nodes","Non-follicular (diffuse) lymphoma, unspecified, intrathoracic lymph nodes",45571558,"Non-follicular (diffuse) lymphoma, unspecified, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.93","C8393","Non-follic (diffuse) lymphoma, unsp, intra-abd lymph nodes","Non-follicular (diffuse) lymphoma, unspecified, intra-abdominal lymph nodes",45581241,"Non-follicular (diffuse) lymphoma, unspecified, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.94","C8394","Non-follic lymphoma, unsp, nodes of axilla and upper limb","Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of axilla and upper limb",45590947,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.95","C8395","Non-follic lymph, unsp, nodes of ing region and lower limb","Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of inguinal region and lower limb",45537861,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.96","C8396","Non-follic (diffuse) lymphoma, unsp, intrapelvic lymph nodes","Non-follicular (diffuse) lymphoma, unspecified, intrapelvic lymph nodes",45600552,"Non-follicular (diffuse) lymphoma, unspecified, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.97","C8397","Non-follicular (diffuse) lymphoma, unspecified, spleen","Non-follicular (diffuse) lymphoma, unspecified, spleen",45537862,"Non-follicular (diffuse) lymphoma, unspecified, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.98","C8398","Non-follic (diffuse) lymphoma, unsp, lymph nodes mult site","Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of multiple sites",45561856,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.99","C8399","Non-follic lymphoma, unsp, extrnod and solid organ sites","Non-follicular (diffuse) lymphoma, unspecified, extranodal and solid organ sites",45590948,"Non-follicular (diffuse) lymphoma, unspecified, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.9A",NA,NA,NA,1102878,"Non-follicular (diffuse) lymphoma, unspecified, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C84",NA,NA,NA,1567659,"Mature T/NK-cell lymphomas","Condition","ICD10CM","3-char nonbill code","2012-01-01","2099-12-31"
"C84.0",NA,NA,NA,1567660,"Mycosis fungoides","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C84.00","C8400","Mycosis fungoides, unspecified site","Mycosis fungoides, unspecified site",45605313,"Mycosis fungoides, unspecified site","Condition","ICD10CM","5-char billing code","2014-07-01","2099-12-31"
"C84.01","C8401","Mycosis fungoides, lymph nodes of head, face, and neck","Mycosis fungoides, lymph nodes of head, face, and neck",45542650,"Mycosis fungoides, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.02","C8402","Mycosis fungoides, intrathoracic lymph nodes","Mycosis fungoides, intrathoracic lymph nodes",45590949,"Mycosis fungoides, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.03","C8403","Mycosis fungoides, intra-abdominal lymph nodes","Mycosis fungoides, intra-abdominal lymph nodes",45547542,"Mycosis fungoides, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.04","C8404","Mycosis fungoides, lymph nodes of axilla and upper limb","Mycosis fungoides, lymph nodes of axilla and upper limb",45600553,"Mycosis fungoides, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.05","C8405","Mycosis fungoides, nodes of inguinal region and lower limb","Mycosis fungoides, lymph nodes of inguinal region and lower limb",45552305,"Mycosis fungoides, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.06","C8406","Mycosis fungoides, intrapelvic lymph nodes","Mycosis fungoides, intrapelvic lymph nodes",45571559,"Mycosis fungoides, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.07","C8407","Mycosis fungoides, spleen","Mycosis fungoides, spleen",45581242,"Mycosis fungoides, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.08","C8408","Mycosis fungoides, lymph nodes of multiple sites","Mycosis fungoides, lymph nodes of multiple sites",45586048,"Mycosis fungoides, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.09","C8409","Mycosis fungoides, extranodal and solid organ sites","Mycosis fungoides, extranodal and solid organ sites",45600554,"Mycosis fungoides, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.0A",NA,NA,NA,1102879,"Mycosis fungoides, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C84.1",NA,NA,NA,1567661,"Sezary disease","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C84.10","C8410","Sezary disease, unspecified site","Sezary disease, unspecified site",45586049,"Sezary disease, unspecified site","Condition","ICD10CM","5-char billing code","2014-07-01","2099-12-31"
"C84.11","C8411","Sezary disease, lymph nodes of head, face, and neck","Sezary disease, lymph nodes of head, face, and neck",45576360,"Sezary disease, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.12","C8412","Sezary disease, intrathoracic lymph nodes","Sezary disease, intrathoracic lymph nodes",45557032,"Sezary disease, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.13","C8413","Sezary disease, intra-abdominal lymph nodes","Sezary disease, intra-abdominal lymph nodes",45581243,"Sezary disease, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.14","C8414","Sezary disease, lymph nodes of axilla and upper limb","Sezary disease, lymph nodes of axilla and upper limb",45605314,"Sezary disease, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.15","C8415","Sezary disease, nodes of inguinal region and lower limb","Sezary disease, lymph nodes of inguinal region and lower limb",45537863,"Sezary disease, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.16","C8416","Sezary disease, intrapelvic lymph nodes","Sezary disease, intrapelvic lymph nodes",45581244,"Sezary disease, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.17","C8417","Sezary disease, spleen","Sezary disease, spleen",45605315,"Sezary disease, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.18","C8418","Sezary disease, lymph nodes of multiple sites","Sezary disease, lymph nodes of multiple sites",45547543,"Sezary disease, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.19","C8419","Sezary disease, extranodal and solid organ sites","Sezary disease, extranodal and solid organ sites",45557033,"Sezary disease, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C84.1A",NA,NA,NA,1102880,"Sezary disease, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C84.20",NA,NA,NA,35206375,"T-zone lymphoma, unspecified site","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C84.21",NA,NA,NA,35206376,"T-zone lymphoma, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C84.22",NA,NA,NA,35206377,"T-zone lymphoma, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C84.23",NA,NA,NA,35206378,"T-zone lymphoma, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C84.24",NA,NA,NA,35206379,"T-zone lymphoma, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C84.25",NA,NA,NA,35206380,"T-zone lymphoma, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C84.26",NA,NA,NA,35206381,"T-zone lymphoma, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C84.27",NA,NA,NA,35206382,"T-zone lymphoma, spleen","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C84.28",NA,NA,NA,35206383,"T-zone lymphoma, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C84.29",NA,NA,NA,35206384,"T-zone lymphoma, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C84.30",NA,NA,NA,35206385,"Lymphoepithelioid lymphoma, unspecified site","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
