ATC_5th	ATC_name	brand_name	CONCEPT_ID	CONCEPT_CODE	CONCEPT_NAME	DOMAIN_ID	CONCEPT_CLASS_ID	STANDARD_CONCEPT	VOCABULARY_ID	VOCABULARY_NAME
A10BB01	glibenclamide; oral	glucoremed	41265827	OMOP2463789	Glyburide 1.75 MG [Glucoremed]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	gluco	41282220	OMOP2480182	Glyburide 3.5 MG Oral Tablet [Gluco] Box of 120	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamid tad	41282223	OMOP2480185	Glyburide 3.5 MG Oral Tablet [Glibenclamid Tad]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	euglucon	41282225	OMOP2480187	Glyburide 3.5 MG Oral Tablet [Euglucon] Box of 45	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glukovital	41282229	OMOP2480191	Glyburide 1.75 MG Oral Tablet [Glukovital]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	duraglucon	41282233	OMOP2480195	Glyburide 1.75 MG Oral Tablet [Duraglucon] Box of 600	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	dia basan semi	41282235	OMOP2480197	Glyburide 1.75 MG Oral Tablet [Dia Basan Semi]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	maninil	41296915	OMOP2494877	Glyburide 3.5 MG [Maninil]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	praeciglucon	41300153	OMOP2498115	Glyburide Oral Tablet [Praeciglucon]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	gluconorm	41313512	OMOP2511474	Glyburide 3.5 MG Oral Tablet [Gluconorm] Box of 120	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	euglucon	41313518	OMOP2511480	Glyburide 3.5 MG Oral Tablet [Euglucon] Box of 4500	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	semi euglucon	41313520	OMOP2511482	Glyburide 1.75 MG Oral Tablet [Semi Euglucon] Box of 2250	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	dia basan semi	41313522	OMOP2511484	Glyburide 1.75 MG Oral Tablet [Dia Basan Semi] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamide ranbaxy	43134530	OMOP444722	Glyburide 2.5 MG [GLIBENCLAMIDE RANBAXY]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamide biogaran	43134531	OMOP444732	Glyburide 2.5 MG Oral Tablet [GLIBENCLAMIDE BIOGARAN]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamide mylan	43134532	OMOP444735	Glyburide 2.5 MG Oral Tablet [GLIBENCLAMIDE MYLAN]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamide eg	43156646	OMOP444675	Glyburide 5 MG Oral Tablet [GLIBENCLAMIDE EG] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamide sandoz	43156653	OMOP444723	Glyburide 2.5 MG [GLIBENCLAMIDE SANDOZ]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamide arrow	43167587	OMOP444665	Glyburide 5 MG Oral Tablet [GLIBENCLAMIDE ARROW] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamide ratiopharm	43167590	OMOP444697	Glyburide 5 MG Oral Tablet [GLIBENCLAMIDE RATIOPHARM] Box of 180	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamide teva	43167595	OMOP444746	Glyburide 2.5 MG Oral Tablet [GLIBENCLAMIDE TEVA]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	semi-daonil	43167598	OMOP444755	Glyburide 2.5 MG Oral Tablet [Semi-Daonil] Box of 180	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamide biogaran	43178652	OMOP444670	Glyburide 5 MG Oral Tablet [GLIBENCLAMIDE BIOGARAN] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamide mylan	43178654	OMOP444683	Glyburide 5 MG Oral Tablet [GLIBENCLAMIDE MYLAN] Box of 90	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamide arrow	43178659	OMOP444729	Glyburide 2.5 MG Oral Tablet [GLIBENCLAMIDE ARROW] Box of 60	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamide teva	43189548	OMOP444643	Glyburide Oral Tablet [GLIBENCLAMIDE TEVA]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	daonil	43189551	OMOP444662	Glyburide 5 MG Oral Tablet [Daonil] Box of 180	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamide arrow	43189566	OMOP444728	Glyburide 2.5 MG Oral Tablet [GLIBENCLAMIDE ARROW]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	daonil	43200572	OMOP444657	Glyburide 5 MG Oral Tablet [Daonil] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	daonil faible	43200577	OMOP444715	Glyburide 1.25 MG Oral Tablet [DAONIL FAIBLE]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	daonil faible	43211378	OMOP444635	Glyburide Oral Tablet [DAONIL FAIBLE]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamide ratiopharm	43211381	OMOP444650	Glyburide 5 MG [GLIBENCLAMIDE RATIOPHARM]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamide ranbaxy	43211386	OMOP444687	Glyburide 5 MG Oral Tablet [GLIBENCLAMIDE RANBAXY]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamide arrow	43211392	OMOP444718	Glyburide 2.5 MG [GLIBENCLAMIDE ARROW]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	gliben-ct	43602623	OMOP938778	Glyburide 1.75 MG [Gliben-Ct]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamid tad	43674975	OMOP938784	Glyburide 1.75 MG Oral Tablet [Glibenclamid Tad]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamid abz	43692695	OMOP938779	Glyburide 1.75 MG [Glibenclamid Abz]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamid stada	43710630	OMOP938771	Glyburide Oral Tablet [Glibenclamid Stada]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamid dura	43710631	OMOP938774	Glyburide Oral Tablet [Glibenclamid Dura]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamid dura	43728630	OMOP938811	Glyburide 3.5 MG [Glibenclamid Dura]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamid heumann	43728631	OMOP938823	Glyburide 3.5 MG Oral Tablet [Glibenclamid Heumann]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamid heumann	43764485	OMOP938804	Glyburide 3.5 MG [Glibenclamid Heumann]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamid tad	43782632	OMOP938759	Glyburide Oral Tablet [Glibenclamid Tad]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	gliben-ct	43782635	OMOP938815	Glyburide 3.5 MG Oral Tablet [Gliben-Ct]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	gliben-ct	43800497	OMOP938786	Glyburide 1.75 MG Oral Tablet [Gliben-Ct]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	riva glyburide	44028541	OMOP1023172	Glyburide 5 MG [Riva Glyburide]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	dom-glyburide	44028544	OMOP1023175	Glyburide 2.5 MG [Dom-Glyburide]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	ava-glyburide	44028545	OMOP1023176	Glyburide 2.5 MG [Ava-Glyburide]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	sandoz glyburide	44031131	OMOP1025762	Glyburide Oral Tablet [Sandoz Glyburide]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	riva glyburide	44034562	OMOP1029193	Glyburide 2.5 MG Oral Tablet [Riva Glyburide]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	ntp-glyburide	44047587	OMOP1042218	Glyburide 5 MG Oral Tablet [Ntp-Glyburide]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	pro-glyburide	44054600	OMOP1049231	Glyburide 5 MG [Pro-Glyburide]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	pms-glyburide	44060629	OMOP1055260	Glyburide 5 MG Oral Tablet [Pms-Glyburide]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	ava-glyburide	44067607	OMOP1062238	Glyburide 5 MG [Ava-Glyburide]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	pms-glyburide	44070011	OMOP1064642	Glyburide Oral Tablet [Pms-Glyburide]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	nu-glyburide	44070012	OMOP1064643	Glyburide Oral Tablet [Nu-Glyburide]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	mylan-glybe	44070013	OMOP1064644	Glyburide Oral Tablet [Mylan-Glybe]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	med glybe	44073414	OMOP1068045	Glyburide 5 MG Oral Tablet [Med Glybe]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	ratio-glyburide	44073416	OMOP1068047	Glyburide 2.5 MG Oral Tablet [Ratio-Glyburide] Box of 300	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	teva-glyburide	44080280	OMOP1074911	Glyburide 2.5 MG [Teva-Glyburide]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	penta-glyburide	44099309	OMOP1093940	Glyburide 5 MG Oral Tablet [Penta-Glyburide]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	ratio-glyburide	44106173	OMOP1100804	Glyburide 5 MG [Ratio-Glyburide]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	ava-glyburide	44112083	OMOP1106714	Glyburide 2.5 MG Oral Tablet [Ava-Glyburide]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	libanil	19024502	201056	glyburide 2.5 MG Oral Tablet [Libanil]	Drug	Branded Drug	S	RxNorm	RxNorm (NLM)
A10BB01	glibenclamide; oral	euglucon	19024504	201058	glyburide 2.5 MG Oral Tablet [Euglucon]	Drug	Branded Drug	S	RxNorm	RxNorm (NLM)
A10BB01	glibenclamide; oral	libanil	19024507	201061	glyburide 5 MG Oral Tablet [Libanil]	Drug	Branded Drug	S	RxNorm	RxNorm (NLM)
A10BB01	glibenclamide; oral	euglucon	19024508	201062	glyburide 5 MG Oral Tablet [Euglucon]	Drug	Branded Drug	S	RxNorm	RxNorm (NLM)
A10BB01	glibenclamide; oral	malix	19024509	201063	glyburide 5 MG Oral Tablet [Malix]	Drug	Branded Drug	S	RxNorm	RxNorm (NLM)
A10BB01	glibenclamide; oral	micronase	19030576	205876	glyburide 2.5 MG Oral Tablet [Micronase]	Drug	Branded Drug	S	RxNorm	RxNorm (NLM)
A10BB01	glibenclamide; oral	diabeta	19030579	205879	glyburide 5 MG Oral Tablet [Diabeta]	Drug	Branded Drug	S	RxNorm	RxNorm (NLM)
A10BB01	glibenclamide; oral	glycron	19067366	260287	glyburide 6 MG Oral Tablet [Glycron]	Drug	Branded Drug	S	RxNorm	RxNorm (NLM)
A10BB01	glibenclamide; oral	glycron	19099408	574571	glyburide 4.5 MG [Glycron]	Drug	Branded Drug Comp	S	RxNorm	RxNorm (NLM)
A10BB01	glibenclamide; oral	glycron	19120563	574090	glyburide 6 MG [Glycron]	Drug	Branded Drug Comp	S	RxNorm	RxNorm (NLM)
A10BB01	glibenclamide; oral	glyburase	19125221	669985	glyburide 2.5 MG Oral Tablet [Glyburase]	Drug	Branded Drug	S	RxNorm	RxNorm (NLM)
A10BB01	glibenclamide; oral	glyburase	19125222	669986	glyburide 5 MG [Glyburase]	Drug	Branded Drug Comp	S	RxNorm	RxNorm (NLM)
A10BB01	glibenclamide; oral	diabetamide	21032912	OMOP365365	Glyburide 2.5 MG Oral Tablet [Diabetamide] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	semi-daonil	21121205	OMOP365372	Glyburide 2.5 MG Oral Tablet [Semi-Daonil] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	daonil	35134410	OMOP4791612	Glyburide 2.5 MG [Daonil]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	margleid	35137956	OMOP4795127	Glyburide 2.5 MG [Margleid]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	euglucon	35143275	OMOP4800379	Glyburide 1.25 MG [Euglucon]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	margleid	35148476	OMOP4805539	Glyburide 2.5 MG Oral Tablet [Margleid]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	daonil	35151467	OMOP4808515	Glyburide 1.25 MG Oral Tablet [Daonil]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	gewansi	35863963	OMOP5020801	glyburide 1.25 MG [Gewansi]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	wansuqi	35863964	OMOP5020802	glyburide 1.25 MG [Wansuqi]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	lilile	35863967	OMOP5020805	glyburide 1.25 MG [Lilile]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	tangkening	35863974	OMOP5020811	glyburide 1.25 MG [Tangkening]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	tanglike	35863975	OMOP5020812	glyburide 1.25 MG [Tanglike]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	weineng	35863976	OMOP5020813	glyburide 1.25 MG [Weineng]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	geshuang	35863984	OMOP5020821	glyburide 1.25 MG [Geshuang]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	taibi	35863985	OMOP5020822	glyburide 1.25 MG [Taibi]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	ganlikefu	35863987	OMOP5020824	glyburide 1.25 MG [Ganlikefu]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	lishengyuan	35863989	OMOP5020826	glyburide 1.25 MG [Lishengyuan]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	jiangxi	35863990	OMOP5020827	glyburide 1.25 MG [Jiangxi]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	lianjiang	35863993	OMOP5020830	glyburide 1.25 MG [Lianjiang]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	gewansi	35863998	OMOP5020835	glyburide Oral Tablet [Gewansi]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	lilile	35864002	OMOP5020839	glyburide Oral Tablet [Lilile]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	shuangpingle	35864005	OMOP5020842	glyburide Oral Tablet [Shuangpingle]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	tangbeikang	35864012	OMOP5020849	glyburide Oral Tablet [Tangbeikang]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	baikang	35864018	OMOP5020855	glyburide Oral Tablet [Baikang]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	zhaowei	35864336	OMOP5020865	glyburide Oral Capsule [Zhaowei]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	qiting	35864343	OMOP5020872	glyburide Oral Capsule [Qiting]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	baikang	35864780	OMOP5020750	glyburide 5 MG [Baikang]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	lianjiang	35864786	OMOP5020756	glyburide 2.5 MG Oral Tablet [Lianjiang]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	pulekangni	35864789	OMOP5020759	glyburide 2.5 MG Oral Capsule [Pulekangni]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	tangbeikang	35864794	OMOP5020764	glyburide 2.5 MG [Tangbeikang]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	wansuqi	35864800	OMOP5020770	glyburide 1.25 MG Oral Tablet [Wansuqi]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	tangkening	35864807	OMOP5020777	glyburide 1.25 MG Oral Tablet [Tangkening]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	tanglike	35864808	OMOP5020778	glyburide 1.25 MG Oral Tablet [Tanglike]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	anhe	35864810	OMOP5020780	glyburide 1.25 MG Oral Tablet [Anhe]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	siyi	35864812	OMOP5020782	glyburide 1.25 MG Oral Tablet [Siyi]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	ruilian	35864815	OMOP5020785	glyburide 1.25 MG Oral Tablet [Ruilian]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	jiangxi	35864818	OMOP5020788	glyburide 1.25 MG Oral Tablet [Jiangxi]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	lianjiang	35864821	OMOP5020791	glyburide 1.25 MG Oral Tablet [Lianjiang]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	zhaowei	35864824	OMOP5020794	glyburide 1.25 MG Oral Capsule [Zhaowei]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	geshuang	35864827	OMOP5020797	glyburide 1.25 MG Oral Capsule [Geshuang]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	amglidia	36055776	OMOP4981158	30 ML glyburide 6 MG/ML Oral Suspension [Amglidia]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	amglidia	36063288	OMOP4989382	glyburide Oral Suspension [Amglidia]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	amglidia	36063289	OMOP4989383	glyburide Oral Solution [Amglidia]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	amglidia ml	36503796	OMOP4834779	30 ML Glyburide 0.6 MG/ML Oral Solution [Amglidia Ml]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	daonil	36930106	OMOP5197204	glyburide 5 MG Oral Tablet [Daonil] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	diabetamide	36955342	OMOP5197192	glyburide 5 MG Oral Tablet [Diabetamide] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	diabeta	40046204	369373	glyburide Oral Tablet [Diabeta]	Drug	Branded Drug Form	S	RxNorm	RxNorm (NLM)
A10BB01	glibenclamide; oral	diabetamide	40046205	379565	glyburide Oral Tablet [Diabetamide]	Drug	Branded Drug Form	S	RxNorm	RxNorm (NLM)
A10BB01	glibenclamide; oral	libanil	40046209	379572	glyburide Oral Tablet [Libanil]	Drug	Branded Drug Form	S	RxNorm	RxNorm (NLM)
A10BB01	glibenclamide; oral	glynase	40168370	881409	glyburide 3 MG Oral Tablet [Glynase]	Drug	Branded Drug	S	RxNorm	RxNorm (NLM)
A10BB01	glibenclamide; oral	glynase	40168371	881408	glyburide 3 MG [Glynase]	Drug	Branded Drug Comp	S	RxNorm	RxNorm (NLM)
A10BB01	glibenclamide; oral	glycolande	40821700	OMOP2019662	Glyburide Oral Tablet [Glycolande]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	euglucon	40822145	OMOP2020107	Glyburide 3.5 MG Oral Tablet [Euglucon] Box of 2500	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamid recip	40828963	OMOP2026925	Glyburide 3.5 MG [Glibenclamid Recip]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	gliben	40828965	OMOP2026927	Glyburide 3.5 MG [Gliben]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	semi gliben	40828967	OMOP2026929	Glyburide 1.75 MG [Semi Gliben]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamid horm	40832311	OMOP2030273	Glyburide Oral Tablet [Glibenclamid Horm]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	gliben	40845716	OMOP2043678	Glyburide 3.5 MG Oral Tablet [Gliben] Box of 180	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	gliben	40845718	OMOP2043680	Glyburide 3.5 MG Oral Tablet [Gliben] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	semi euglucon	40845722	OMOP2043684	Glyburide 1.75 MG Oral Tablet [Semi Euglucon] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamide ratiopharm	40845724	OMOP2043686	Glyburide 1.75 MG Oral Tablet [GLIBENCLAMIDE RATIOPHARM]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenclamid vem	40860233	OMOP2058195	Glyburide 3.5 MG [Glibenclamid Vem]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glib ratiopharm	40860235	OMOP2058197	Glyburide 3.5 MG [Glib Ratiopharm]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	dia basan semi	40860238	OMOP2058200	Glyburide 1.75 MG [Dia Basan Semi]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glibenbeta	40876811	OMOP2074773	Glyburide 3.5 MG Oral Tablet [Glibenbeta]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	glib ratiopharm	40876814	OMOP2074776	Glyburide 3.5 MG Oral Tablet [Glib Ratiopharm]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	semi euglucon	40876817	OMOP2074779	Glyburide 1.75 MG Oral Tablet [Semi Euglucon] Box of 500	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BB01	glibenclamide; oral	humedia	40876818	OMOP2074780	Glyburide 1.75 MG Oral Tablet [Humedia] Box of 120	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
