CONCEPT_CODE,CONCEPT_NAME,DOMAIN_ID,CONCEPT_CLASS_ID,STANDARD_CONCEPT,VOCABULARY_ID,VOCABULARY_NAME,brand_name
OMOP473634,Metformin 400 MG Delayed Release Oral Tablet [METFORMINE ZENTIVA] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine zentiva
OMOP473697,Metformin 625 MG Delayed Release Oral Tablet [METFORMINE SANDOZ],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine sandoz
OMOP538058,Metformin 500 MG Extended Release Oral Tablet [Diabex] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diabex
OMOP538030,Metformin 750 MG Extended Release Oral Tablet [Diabex] Box of 100,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diabex
OMOP538014,Metformin Oral Tablet [Metforbell],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metforbell
OMOP538021,Metformin 750 MG [Diabex],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,diabex
OMOP538053,Metformin 500 MG Extended Release Oral Tablet [Metex] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metex
OMOP538067,Metformin 500 MG Extended Release Oral Tablet [Diaformin] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diaformin
OMOP538104,Metformin 500 MG Oral Tablet [Diabex],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,diabex
OMOP538113,Metformin 500 MG Oral Tablet [Glucophage] Box of 100,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP538117,Metformin 500 MG Oral Tablet [Diaformin] Box of 100,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diaformin
OMOP538118,Metformin 1000 MG [Diaformin-1000],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,diaformin-1000
OMOP538146,Metformin 1000 MG Extended Release Oral Tablet [Metex] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metex
OMOP538205,Metformin 850 MG [Glucobete],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,glucobete
OMOP538253,Metformin 850 MG Oral Tablet [Formet],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,formet
OMOP538063,Metformin 500 MG Extended Release Oral Tablet [Diaformin] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diaformin
OMOP538016,Metformin Oral Tablet [Formet],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,formet
OMOP538255,Metformin 850 MG Oral Tablet [Glucophage] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP538025,Metformin 750 MG Extended Release Oral Tablet [Diabex] Box of 10,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diabex
OMOP538061,Metformin 500 MG Extended Release Oral Tablet [Diaformin] Box of 10,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diaformin
OMOP538062,Metformin 500 MG Extended Release Oral Tablet [Diaformin] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diaformin
OMOP538105,Metformin 500 MG Oral Tablet [Diabex] Box of 100,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diabex
OMOP538106,Metformin 500 MG Oral Tablet [Metforbell],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metforbell
OMOP538139,Metformin 1000 MG Extended Release Oral Tablet [Diaformin],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,diaformin
OMOP538195,Metformin 1000 MG Oral Tablet [Glucobete],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,glucobete
OMOP538034,Metformin 500 MG [Diabex],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,diabex
OMOP538128,Metformin 1000 MG [Diaformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,diaformin
OMOP538145,Metformin 1000 MG Extended Release Oral Tablet [Metex] Box of 100,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metex
OMOP538194,Metformin 1000 MG Oral Tablet [Diaformin-1000] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diaformin-1000
OMOP538251,Metformin 850 MG Oral Tablet [Glucohexal],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,glucohexal
OMOP538260,Metformin 850 MG Oral Tablet [Diaformin] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diaformin
OMOP937256,Metformin 850 MG [Juformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,juformin
OMOP937551,Metformin 500 MG Oral Tablet [Metformin Aurobindo],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin aurobindo
OMOP937177,Metformin Oral Tablet [Metformin Aiwa],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metformin aiwa
OMOP937276,Metformin 850 MG [METFORMINE BLUEFISH],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine bluefish
OMOP937373,Metformin 100 MG/ML Oral Solution [Metforminhydrochlorid Winthrop Pharmaceuticals],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metforminhydrochlorid winthrop pharmaceuticals
OMOP937417,Metformin 1000 MG Oral Tablet [METFORMINE SANDOZ],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine sandoz
OMOP937270,Metformin 850 MG [Metformin Ksk],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin ksk
OMOP937489,Metformin 500 MG [Metformin Aiwa],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin aiwa
OMOP937219,Metformin Oral Tablet [Metformin Accedo],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metformin accedo
OMOP937335,Metformin 850 MG Oral Tablet [Metformin Abz],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin abz
OMOP937465,Metformin 1000 MG Oral Tablet [Metformdoc],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformdoc
OMOP937521,Metformin 500 MG [METFORMINE BLUEFISH],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine bluefish
OMOP937572,Metformin 500 MG Oral Tablet [Metformin Atid],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin atid
OMOP937314,Metformin 850 MG Oral Tablet [Glucobon Biomo],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,glucobon biomo
OMOP937544,Metformin 500 MG Oral Tablet [Metformin-Hormosan],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin-hormosan
OMOP937188,Metformin Oral Tablet [Metfogamma],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metfogamma
OMOP937194,Metformin Oral Tablet [METFORMINE RATIOPHARM],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metformine ratiopharm
OMOP937372,Metformin 100 MG/ML Oral Solution [Metfoliquid Geriasan] Box of 4,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metfoliquid geriasan
OMOP937403,Metformin 1000 MG [Metformin Hexal],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin hexal
OMOP937405,Metformin 1000 MG [Metformin Accedo],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin accedo
OMOP937460,Metformin 1000 MG Oral Tablet [Metformin Abz],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin abz
OMOP937201,Metformin Oral Tablet [Metformin Dura],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metformin dura
OMOP937244,Metformin 850 MG [Metformin Wieb],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin wieb
OMOP937203,Metformin Oral Tablet [Metformin Al],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metformin al
OMOP937306,Metformin 850 MG Oral Tablet [Metformin-Hormosan],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin-hormosan
OMOP937381,Metformin 1000 MG [Metfogamma],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metfogamma
OMOP937469,Metformin 1000 MG Oral Tablet [Metformin Hexal],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin hexal
OMOP937509,Metformin 500 MG [Metnit],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metnit
OMOP937555,Metformin 500 MG Oral Tablet [Juformin],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,juformin
OMOP937228,Metformin Oral Tablet [Diabesin],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,diabesin
OMOP937262,Metformin 850 MG [Metnit],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metnit
OMOP835617,100 ML Metformin 100 MG/ML Oral Solution [Metformin Glenmark],Drug,Quant Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin glenmark
OMOP937355,Metformin 850 MG Oral Tablet [Metformin Axcount],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin axcount
OMOP937366,Metformin 100 MG/ML [Metfoliquid Geriasan],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metfoliquid geriasan
OMOP937407,Metformin 1000 MG [Metformin Axcount],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin axcount
OMOP937408,Metformin 1000 MG [METFORMINE BLUEFISH],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine bluefish
OMOP937515,Metformin 500 MG [Metformin Hexal],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin hexal
OMOP937286,Metformin 850 MG Oral Tablet [Metformin Aiwa],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin aiwa
OMOP937301,Metformin 850 MG Oral Tablet [Metformin Stada],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin stada
OMOP937391,Metformin 1000 MG [Metformin Dura],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin dura
OMOP937553,Metformin 500 MG Oral Tablet [Glucobon Biomo],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,glucobon biomo
OMOP843523,150 ML Metformin 100 MG/ML Oral Solution [Metforminhydrochlorid Winthrop Pharmaceuticals],Drug,Quant Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metforminhydrochlorid winthrop pharmaceuticals
OMOP937312,Metformin 850 MG Oral Tablet [Metformin Aurobindo],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin aurobindo
OMOP937445,Metformin 1000 MG Oral Tablet [Metformin Dura],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin dura
OMOP1022908,Metformin 850 MG [Q-Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,q-metformin
OMOP1022910,Metformin 850 MG [Glycon],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,glycon
OMOP1022912,Metformin 500 MG [Pro-Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,pro-metformin
OMOP1035885,Metformin 850 MG [Septa-Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,septa-metformin
OMOP1035887,Metformin 850 MG [Pms-Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,pms-metformin
OMOP1035889,Metformin 850 MG [Act Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,act metformin
OMOP1038589,Metformin Oral Tablet [Mint-Metformin],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,mint-metformin
OMOP1038590,Metformin Oral Tablet [Metformin Fc],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metformin fc
OMOP1041945,Metformin 850 MG Oral Tablet [Dom-Metformin],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,dom-metformin
OMOP1048976,Metformin 850 MG [Pro-Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,pro-metformin
OMOP1048978,Metformin 850 MG [Jamp-Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,jamp-metformin
OMOP1048981,Metformin 500 MG [Mar-Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,mar-metformin
OMOP1054970,Metformin 850 MG Oral Tablet [Pms-Metformin],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,pms-metformin
OMOP1054971,Metformin 850 MG Oral Tablet [Mar-Metformin],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,mar-metformin
OMOP1067760,Metformin 500 MG Oral Tablet [Phl-Metformin],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,phl-metformin
OMOP1077293,Metformin Oral Tablet [Ran-Metformin],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,ran-metformin
OMOP1077295,Metformin Oral Tablet [Dom-Metformin],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,dom-metformin
OMOP1087612,Metformin 500 MG [Nu-Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,nu-metformin
OMOP1087614,Metformin 500 MG [Glycon],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,glycon
OMOP1090250,Metformin Oral Tablet [Med Metformin],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,med metformin
OMOP1090254,Metformin Oral Tablet [Act Metformin],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,act metformin
OMOP1093619,Metformin 500 MG Oral Tablet [Ran-Metformin],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,ran-metformin
OMOP1093620,Metformin 500 MG Oral Tablet [Pms-Metformin],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,pms-metformin
OMOP1100561,Metformin 500 MG [Jamp-Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,jamp-metformin
OMOP1100562,Metformin 500 MG [Bci Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,bci metformin
OMOP1103113,Metformin Oral Tablet [Bci Metformin],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,bci metformin
OMOP1106398,Metformin 850 MG Oral Tablet [Mint-Metformin],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,mint-metformin
OMOP1106401,Metformin 500 MG Oral Tablet [METFORMINE MYLAN],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine mylan
OMOP1113549,Metformin 850 MG [Riva Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,riva metformin
OMOP1113556,Metformin 500 MG [Phl-Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,phl-metformin
OMOP1113558,Metformin 500 MG [Auro-Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,auro-metformin
OMOP1119601,Metformin 850 MG Oral Tablet [METFORMINE MYLAN],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine mylan
OMOP3038819,Metformin 1000 MG Extended Release Oral Tablet [METFORMINE BLUEFISH] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine bluefish
OMOP3050117,Metformin 850 MG Extended Release Oral Tablet [Metformin Al] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin al
OMOP3050119,Metformin 1000 MG Extended Release Oral Tablet [Metformin Denk],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin denk
OMOP3053870,Metformin 500 MG Extended Release Oral Tablet [METFORMINE SANDOZ] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine sandoz
OMOP3057587,Metformin 500 MG Extended Release Oral Tablet [Espa Formin] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,espa formin
OMOP3057590,Metformin 850 MG Extended Release Oral Tablet [Metformin Ct] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin ct
OMOP3065144,Metformin 500 MG Extended Release Oral Tablet [Espa Formin] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,espa formin
OMOP3065146,Metformin 850 MG Extended Release Oral Tablet [Metfor Teva] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metfor teva
OMOP4958568,atorvastatin 20 MG / metformin 750 MG [LIPITO-M],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,lipito-m
OMOP4958602,atorvastatin / metformin Extended Release Oral Tablet [LIPITO-M],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,lipito-m
OMOP4958876,metformin 500 MG Extended Release Oral Tablet [K-MET],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,k-met
OMOP4958908,metformin 500 MG [NT-FORMIN],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,nt-formin
OMOP4958939,metformin Extended Release Oral Tablet [K-MET],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,k-met
OMOP4958549,atorvastatin 10 MG / metformin 1000 MG Extended Release Oral Tablet [LIPIMET],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,lipimet
OMOP4958566,atorvastatin 20 MG / metformin 750 MG [LIPIMET],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,lipimet
OMOP4958569,atorvastatin 10 MG / metformin 750 MG Extended Release Oral Tablet [LIPIMET],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,lipimet
OMOP4958572,atorvastatin 10 MG / metformin 750 MG Extended Release Oral Tablet [ATOMET],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,atomet
OMOP4958582,atorvastatin 20 MG / metformin 500 MG Extended Release Oral Tablet [ATOMET],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,atomet
OMOP4958589,atorvastatin 10 MG / metformin 500 MG Extended Release Oral Tablet [LIPIMET],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,lipimet
OMOP4958731,metformin 1000 MG / rosuvastatin 10 MG Extended Release Oral Tablet [DUOMET],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,duomet
OMOP4958736,metformin 1000 MG / rosuvastatin 5 MG Extended Release Oral Tablet [CLAVIS],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,clavis
OMOP4958738,metformin 1000 MG / rosuvastatin 5 MG Extended Release Oral Tablet [DUOMET],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,duomet
OMOP4958747,metformin 750 MG / rosuvastatin 10 MG Extended Release Oral Tablet [CLAVIS],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,clavis
OMOP4958757,metformin 750 MG / rosuvastatin 10 MG [CLAVIS],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,clavis
OMOP4958759,metformin 750 MG / rosuvastatin 10 MG [RM],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,rm
OMOP4958761,metformin 750 MG / rosuvastatin 10 MG [ROSUTANMET],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,rosutanmet
OMOP4958763,metformin 750 MG / rosuvastatin 5 MG Extended Release Oral Tablet [CLAVIS],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,clavis
OMOP4958767,metformin 750 MG / rosuvastatin 5 MG Extended Release Oral Tablet [ROSUMET],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,rosumet
OMOP4958792,metformin 500 MG / rosuvastatin 10 MG [RM],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,rm
OMOP4958794,metformin 500 MG / rosuvastatin 10 MG [ROSUTANMET],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,rosutanmet
OMOP4958805,metformin 500 MG / rosuvastatin 5 MG [DUOMET],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,duomet
OMOP4958807,metformin 500 MG / rosuvastatin 5 MG [ROSUTANMET],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,rosutanmet
OMOP4958809,metformin / rosuvastatin Extended Release Oral Tablet [CLAVIS],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,clavis
OMOP4958810,metformin / rosuvastatin Extended Release Oral Tablet [DUOMET],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,duomet
OMOP4958812,metformin / rosuvastatin Extended Release Oral Tablet [ROSUMET],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,rosumet
OMOP4958829,metformin 500 MG Oral Tablet [LEXTFORMIN],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,lextformin
OMOP4958837,metformin 500 MG Oral Tablet [METAPOL],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metapol
OMOP4958841,metformin 500 MG Oral Tablet [NEWMET],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,newmet
OMOP4958852,metformin 500 MG Extended Release Oral Tablet [GLUPA],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,glupa
OMOP4958854,metformin 500 MG Extended Release Oral Tablet [GLUCERA],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,glucera
OMOP4958856,metformin 500 MG Extended Release Oral Tablet [DIAMIN],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,diamin
OMOP4958878,metformin 500 MG Extended Release Oral Tablet [MACKPOMIN],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,mackpomin
OMOP4958890,metformin 500 MG [BAYFORMIN],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,bayformin
OMOP4958893,metformin 500 MG [GLUFOMIN],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,glufomin
OMOP4958901,metformin 500 MG [METAPOL],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metapol
OMOP4958904,metformin 500 MG [METOMIN],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metomin
OMOP4958906,metformin 500 MG [METRIN],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metrin
OMOP4958907,metformin 500 MG [NEWMET],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,newmet
OMOP4958925,metformin Oral Tablet [METAPOL],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metapol
OMOP4958931,metformin Extended Release Oral Tablet [DIAMIN],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,diamin
OMOP4958932,metformin Extended Release Oral Tablet [DAIMIT],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,daimit
OMOP4958933,metformin Extended Release Oral Tablet [GLUFORMIN],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,gluformin
OMOP4958936,metformin Extended Release Oral Tablet [DIAMETONE],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,diametone
OMOP4958938,metformin Extended Release Oral Tablet [ILYANG METFOR],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,ilyang metfor
OMOP4958940,metformin Extended Release Oral Tablet [MACKPOMIN],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,mackpomin
OMOP4958942,metformin Extended Release Oral Tablet [METGREEN],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metgreen
OMOP4958943,metformin Extended Release Oral Tablet [METOMIN],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metomin
OMOP4958944,metformin Extended Release Oral Tablet [METOPHAGE],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metophage
OMOP5137772,metformin 1000 MG Oral Tablet [Glucomet] Box of 10,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucomet
OMOP5137778,metformin 1000 MG Oral Tablet [Diaformin] Box of 11380,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diaformin
OMOP5137781,metformin 1000 MG Oral Tablet [Diaformin] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diaformin
OMOP5137801,metformin 1000 MG Oral Tablet [Medformin] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,medformin
OMOP5137802,metformin 1000 MG Oral Tablet [Medformin] Box of 10,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,medformin
OMOP5137803,metformin 1000 MG Oral Tablet [Medformin],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,medformin
OMOP5137804,metformin 1000 MG Extended Release Oral Tablet [Diaformin] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diaformin
OMOP5137805,metformin 1000 MG Extended Release Oral Tablet [Diaformin] Box of 100,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diaformin
OMOP5137808,metformin 1000 MG Extended Release Oral Tablet [Diaformin] Box of 10,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diaformin
OMOP5137809,metformin 1000 MG Extended Release Oral Tablet [DIABEX XR] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diabex xr
OMOP5137811,metformin 1000 MG Extended Release Oral Tablet [DIABEX XR] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diabex xr
OMOP5137812,metformin 1000 MG Extended Release Oral Tablet [DIABEX XR] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diabex xr
OMOP5137814,metformin 1000 MG Extended Release Oral Tablet [DIABEX XR] Box of 10,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diabex xr
OMOP5137832,metformin 1000 MG Extended Release Oral Tablet [Diaxemet] Box of 360,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diaxemet
OMOP5137840,metformin 1000 MG Extended Release Oral Tablet [Diaxemet],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,diaxemet
OMOP5137876,metformin 750 MG Extended Release Oral Tablet [Diaxemet] Box of 500,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diaxemet
